focal,estimator,experience,industry,region,health,yearFE,sample,identified,b,se
union,fd,1,0,1,1,0,full,1,0.042183,0.022103
union,fd,1,0,1,1,0,nohealth,1,0.045561,0.021542
union,fd,1,0,1,1,0,trim,1,0.020808,0.017572
union,fd,1,0,1,1,1,full,1,0.040437,0.022013
union,fd,1,0,1,1,1,nohealth,1,0.043956,0.021490
union,fd,1,0,1,1,1,trim,1,0.020224,0.017545
union,fd,0,1,1,1,0,full,1,0.038740,0.022220
union,fd,0,1,1,1,0,nohealth,1,0.042116,0.021606
union,fd,0,1,1,1,0,trim,1,0.017351,0.017471
union,fd,0,1,1,1,1,full,1,0.038557,0.022075
union,fd,0,1,1,1,1,nohealth,1,0.042418,0.021500
union,fd,0,1,1,1,1,trim,1,0.017945,0.017413
union,fd,1,1,1,1,0,full,1,0.039150,0.022177
union,fd,1,1,1,1,0,nohealth,1,0.042939,0.021560
union,fd,1,1,1,1,0,trim,1,0.017485,0.017419
union,fd,1,1,1,1,1,full,1,0.037832,0.022073
union,fd,1,1,1,1,1,nohealth,1,0.041818,0.021505
union,fd,1,1,1,1,1,trim,1,0.017191,0.017402
married,pooled,0,0,0,0,0,full,1,0.220304,0.026491
married,pooled,0,0,0,0,0,nohealth,1,0.222162,0.026537
married,pooled,0,0,0,0,0,trim,1,0.197998,0.024303
married,pooled,0,0,0,0,1,full,1,0.150061,0.028338
married,pooled,0,0,0,0,1,nohealth,1,0.150988,0.028338
married,pooled,0,0,0,0,1,trim,1,0.138425,0.025848
married,pooled,1,0,0,0,0,full,1,0.163537,0.028217
married,pooled,1,0,0,0,0,nohealth,1,0.165282,0.028268
married,pooled,1,0,0,0,0,trim,1,0.150227,0.025884
married,pooled,1,0,0,0,1,full,1,0.154863,0.027844
married,pooled,1,0,0,0,1,nohealth,1,0.156292,0.027844
married,pooled,1,0,0,0,1,trim,1,0.142673,0.025504
married,pooled,0,1,0,0,0,full,1,0.188706,0.024770
married,pooled,0,1,0,0,0,nohealth,1,0.191932,0.024790
married,pooled,0,1,0,0,0,trim,1,0.163024,0.022344
married,pooled,0,1,0,0,1,full,1,0.125670,0.026264
married,pooled,0,1,0,0,1,nohealth,1,0.128013,0.026245
married,pooled,0,1,0,0,1,trim,1,0.109978,0.023499
married,pooled,1,1,0,0,0,full,1,0.139043,0.026520
married,pooled,1,1,0,0,0,nohealth,1,0.142054,0.026557
married,pooled,1,1,0,0,0,trim,1,0.122724,0.023914
married,pooled,1,1,0,0,1,full,1,0.129788,0.026000
married,pooled,1,1,0,0,1,nohealth,1,0.132427,0.026007
married,pooled,1,1,0,0,1,trim,1,0.114480,0.023310
married,pooled,0,0,1,0,0,full,1,0.228985,0.026525
married,pooled,0,0,1,0,0,nohealth,1,0.230519,0.026593
married,pooled,0,0,1,0,0,trim,1,0.206254,0.024159
married,pooled,0,0,1,0,1,full,1,0.159049,0.028408
married,pooled,0,0,1,0,1,nohealth,1,0.159710,0.028423
married,pooled,0,0,1,0,1,trim,1,0.146778,0.025742
married,pooled,1,0,1,0,0,full,1,0.172264,0.028207
married,pooled,1,0,1,0,0,nohealth,1,0.173699,0.028266
married,pooled,1,0,1,0,0,trim,1,0.158268,0.025783
married,pooled,1,0,1,0,1,full,1,0.163443,0.027806
married,pooled,1,0,1,0,1,nohealth,1,0.164502,0.027821
married,pooled,1,0,1,0,1,trim,1,0.150646,0.025351
married,pooled,0,1,1,0,0,full,1,0.196862,0.024723
married,pooled,0,1,1,0,0,nohealth,1,0.199650,0.024770
married,pooled,0,1,1,0,0,trim,1,0.171164,0.022058
married,pooled,0,1,1,0,1,full,1,0.134137,0.026182
married,pooled,0,1,1,0,1,nohealth,1,0.136101,0.026181
married,pooled,0,1,1,0,1,trim,1,0.118248,0.023180
married,pooled,1,1,1,0,0,full,1,0.147410,0.026374
married,pooled,1,1,1,0,0,nohealth,1,0.149998,0.026425
married,pooled,1,1,1,0,0,trim,1,0.130850,0.023606
married,pooled,1,1,1,0,1,full,1,0.138144,0.025831
married,pooled,1,1,1,0,1,nohealth,1,0.140321,0.025855
married,pooled,1,1,1,0,1,trim,1,0.122618,0.022956
married,pooled,0,0,0,1,0,full,1,0.219756,0.026492
married,pooled,0,0,0,1,0,nohealth,1,0.222162,0.026537
married,pooled,0,0,0,1,0,trim,1,0.197377,0.024292
married,pooled,0,0,0,1,1,full,1,0.149729,0.028335
married,pooled,0,0,0,1,1,nohealth,1,0.150988,0.028338
married,pooled,0,0,0,1,1,trim,1,0.138029,0.025834
married,pooled,1,0,0,1,0,full,1,0.163031,0.028225
married,pooled,1,0,0,1,0,nohealth,1,0.165282,0.028268
married,pooled,1,0,0,1,0,trim,1,0.149656,0.025884
married,pooled,1,0,0,1,1,full,1,0.154480,0.027848
married,pooled,1,0,0,1,1,nohealth,1,0.156292,0.027844
married,pooled,1,0,0,1,1,trim,1,0.142215,0.025499
married,pooled,0,1,0,1,0,full,1,0.188160,0.024769
married,pooled,0,1,0,1,0,nohealth,1,0.191932,0.024790
married,pooled,0,1,0,1,0,trim,1,0.162431,0.022336
married,pooled,0,1,0,1,1,full,1,0.125349,0.026255
married,pooled,0,1,0,1,1,nohealth,1,0.128013,0.026245
married,pooled,0,1,0,1,1,trim,1,0.109613,0.023480
married,pooled,1,1,0,1,0,full,1,0.138546,0.026522
married,pooled,1,1,0,1,0,nohealth,1,0.142054,0.026557
married,pooled,1,1,0,1,0,trim,1,0.122183,0.023906
married,pooled,1,1,0,1,1,full,1,0.129421,0.025999
married,pooled,1,1,0,1,1,nohealth,1,0.132427,0.026007
married,pooled,1,1,0,1,1,trim,1,0.114062,0.023301
married,pooled,0,0,1,1,0,full,1,0.228429,0.026529
married,pooled,0,0,1,1,0,nohealth,1,0.230519,0.026593
married,pooled,0,0,1,1,0,trim,1,0.205624,0.024150
married,pooled,0,0,1,1,1,full,1,0.158710,0.028406
married,pooled,0,0,1,1,1,nohealth,1,0.159710,0.028423
married,pooled,0,0,1,1,1,trim,1,0.146376,0.025728
married,pooled,1,0,1,1,0,full,1,0.171749,0.028216
married,pooled,1,0,1,1,0,nohealth,1,0.173699,0.028266
married,pooled,1,0,1,1,0,trim,1,0.157689,0.025780
married,pooled,1,0,1,1,1,full,1,0.163051,0.027812
married,pooled,1,0,1,1,1,nohealth,1,0.164502,0.027821
married,pooled,1,0,1,1,1,trim,1,0.150179,0.025346
married,pooled,0,1,1,1,0,full,1,0.196307,0.024728
married,pooled,0,1,1,1,0,nohealth,1,0.199650,0.024770
married,pooled,0,1,1,1,0,trim,1,0.170558,0.022054
married,pooled,0,1,1,1,1,full,1,0.133806,0.026175
married,pooled,0,1,1,1,1,nohealth,1,0.136101,0.026181
married,pooled,0,1,1,1,1,trim,1,0.117873,0.023163
married,pooled,1,1,1,1,0,full,1,0.146901,0.026378
married,pooled,1,1,1,1,0,nohealth,1,0.149998,0.026425
married,pooled,1,1,1,1,0,trim,1,0.130295,0.023600
married,pooled,1,1,1,1,1,full,1,0.137766,0.025833
married,pooled,1,1,1,1,1,nohealth,1,0.140321,0.025855
married,pooled,1,1,1,1,1,trim,1,0.122187,0.022949
married,between,0,0,0,0,0,full,1,0.203768,0.043658
married,between,0,0,0,0,0,nohealth,1,0.203119,0.043531
married,between,0,0,0,0,0,trim,1,0.189629,0.040236
married,between,0,0,0,0,1,full,1,0.203768,0.043658
married,between,0,0,0,0,1,nohealth,1,0.205750,0.043896
married,between,0,0,0,0,1,trim,1,0.207733,0.039865
married,between,1,0,0,0,0,full,1,0.219811,0.043849
married,between,1,0,0,0,0,nohealth,1,0.220383,0.043754
married,between,1,0,0,0,0,trim,1,0.208426,0.040353
married,between,1,0,0,0,1,full,1,0.219811,0.043849
married,between,1,0,0,0,1,nohealth,1,0.222628,0.044084
married,between,1,0,0,0,1,trim,1,0.219757,0.039986
married,between,0,1,0,0,0,full,1,0.161729,0.041323
married,between,0,1,0,0,0,nohealth,1,0.162732,0.041171
married,between,0,1,0,0,0,trim,1,0.141205,0.037560
married,between,0,1,0,0,1,full,1,0.161729,0.041323
married,between,0,1,0,0,1,nohealth,1,0.166459,0.041488
married,between,0,1,0,0,1,trim,1,0.156149,0.037076
married,between,1,1,0,0,0,full,1,0.173321,0.041364
married,between,1,1,0,0,0,nohealth,1,0.175640,0.041229
married,between,1,1,0,0,0,trim,1,0.155827,0.037490
married,between,1,1,0,0,1,full,1,0.173321,0.041364
married,between,1,1,0,0,1,nohealth,1,0.178529,0.041514
married,between,1,1,0,0,1,trim,1,0.166171,0.037064
married,between,0,0,1,0,0,full,1,0.219060,0.043431
married,between,0,0,1,0,0,nohealth,1,0.217579,0.043276
married,between,0,0,1,0,0,trim,1,0.204647,0.040038
married,between,0,0,1,0,1,full,1,0.219060,0.043431
married,between,0,0,1,0,1,nohealth,1,0.221470,0.043647
married,between,0,0,1,0,1,trim,1,0.219666,0.039723
married,between,1,0,1,0,0,full,1,0.234412,0.043604
married,between,1,0,1,0,0,nohealth,1,0.234144,0.043483
married,between,1,0,1,0,0,trim,1,0.222819,0.040142
married,between,1,0,1,0,1,full,1,0.234412,0.043604
married,between,1,0,1,0,1,nohealth,1,0.237539,0.043818
married,between,1,0,1,0,1,trim,1,0.231454,0.039838
married,between,0,1,1,0,0,full,1,0.175741,0.040854
married,between,0,1,1,0,0,nohealth,1,0.175209,0.040664
married,between,0,1,1,0,0,trim,1,0.155619,0.037047
married,between,0,1,1,0,1,full,1,0.175741,0.040854
married,between,0,1,1,0,1,nohealth,1,0.180331,0.040951
married,between,0,1,1,0,1,trim,1,0.167996,0.036657
married,between,1,1,1,0,0,full,1,0.187250,0.040883
married,between,1,1,1,0,0,nohealth,1,0.188125,0.040708
married,between,1,1,1,0,0,trim,1,0.170313,0.036956
married,between,1,1,1,0,1,full,1,0.187250,0.040883
married,between,1,1,1,0,1,nohealth,1,0.192312,0.040965
married,between,1,1,1,0,1,trim,1,0.178252,0.036629
married,between,0,0,0,1,0,full,1,0.203974,0.043636
married,between,0,0,0,1,0,nohealth,1,0.203119,0.043531
married,between,0,0,0,1,0,trim,1,0.189936,0.040180
married,between,0,0,0,1,1,full,1,0.203974,0.043636
married,between,0,0,0,1,1,nohealth,1,0.205750,0.043896
married,between,0,0,0,1,1,trim,1,0.207732,0.039831
married,between,1,0,0,1,0,full,1,0.219577,0.043831
married,between,1,0,0,1,0,nohealth,1,0.220383,0.043754
married,between,1,0,0,1,0,trim,1,0.208183,0.040302
married,between,1,0,0,1,1,full,1,0.219577,0.043831
married,between,1,0,0,1,1,nohealth,1,0.222628,0.044084
married,between,1,0,0,1,1,trim,1,0.219339,0.039950
married,between,0,1,0,1,0,full,1,0.162246,0.041240
married,between,0,1,0,1,0,nohealth,1,0.162732,0.041171
married,between,0,1,0,1,0,trim,1,0.141909,0.037434
married,between,0,1,0,1,1,full,1,0.162246,0.041240
married,between,0,1,0,1,1,nohealth,1,0.166459,0.041488
married,between,0,1,0,1,1,trim,1,0.156446,0.036987
married,between,1,1,0,1,0,full,1,0.173345,0.041297
married,between,1,1,0,1,0,nohealth,1,0.175640,0.041229
married,between,1,1,0,1,0,trim,1,0.155885,0.037385
married,between,1,1,0,1,1,full,1,0.173345,0.041297
married,between,1,1,0,1,1,nohealth,1,0.178529,0.041514
married,between,1,1,0,1,1,trim,1,0.166030,0.036984
married,between,0,0,1,1,0,full,1,0.219286,0.043401
married,between,0,0,1,1,0,nohealth,1,0.217579,0.043276
married,between,0,0,1,1,0,trim,1,0.204977,0.039971
married,between,0,0,1,1,1,full,1,0.219286,0.043401
married,between,0,0,1,1,1,nohealth,1,0.221470,0.043647
married,between,0,0,1,1,1,trim,1,0.219732,0.039676
married,between,1,0,1,1,0,full,1,0.234185,0.043578
married,between,1,0,1,1,0,nohealth,1,0.234144,0.043483
married,between,1,0,1,1,0,trim,1,0.222589,0.040080
married,between,1,0,1,1,1,full,1,0.234185,0.043578
married,between,1,0,1,1,1,nohealth,1,0.237539,0.043818
married,between,1,0,1,1,1,trim,1,0.231072,0.039789
married,between,0,1,1,1,0,full,1,0.176228,0.040759
married,between,0,1,1,1,0,nohealth,1,0.175209,0.040664
married,between,0,1,1,1,0,trim,1,0.156309,0.036904
married,between,0,1,1,1,1,full,1,0.176228,0.040759
married,between,0,1,1,1,1,nohealth,1,0.180331,0.040951
married,between,0,1,1,1,1,trim,1,0.168352,0.036546
married,between,1,1,1,1,0,full,1,0.187241,0.040803
married,between,1,1,1,1,0,nohealth,1,0.188125,0.040708
married,between,1,1,1,1,0,trim,1,0.170353,0.036833
married,between,1,1,1,1,1,full,1,0.187241,0.040803
married,between,1,1,1,1,1,nohealth,1,0.192312,0.040965
married,between,1,1,1,1,1,trim,1,0.178141,0.036528
married,random,0,0,0,0,0,full,1,0.237175,0.019976
married,random,0,0,0,0,0,nohealth,1,0.241035,0.020059
married,random,0,0,0,0,0,trim,1,0.206373,0.017638
married,random,0,0,0,0,1,full,1,0.082189,0.019592
married,random,0,0,0,0,1,nohealth,1,0.084582,0.019726
married,random,0,0,0,0,1,trim,1,0.064482,0.016788
married,random,1,0,0,0,0,full,1,0.076586,0.019517
married,random,1,0,0,0,0,nohealth,1,0.079308,0.019626
married,random,1,0,0,0,0,trim,1,0.056602,0.016654
married,random,1,0,0,0,1,full,1,0.074124,0.019309
married,random,1,0,0,0,1,nohealth,1,0.076341,0.019424
married,random,1,0,0,0,1,trim,1,0.055933,0.016422
married,random,0,1,0,0,0,full,1,0.213245,0.019607
married,random,0,1,0,0,0,nohealth,1,0.217019,0.019701
married,random,0,1,0,0,0,trim,1,0.183391,0.017075
married,random,0,1,0,0,1,full,1,0.076315,0.019275
married,random,0,1,0,0,1,nohealth,1,0.078961,0.019406
married,random,0,1,0,0,1,trim,1,0.058659,0.016374
married,random,1,1,0,0,0,full,1,0.071755,0.019198
married,random,1,1,0,0,0,nohealth,1,0.074771,0.019315
married,random,1,1,0,0,0,trim,1,0.052126,0.016320
married,random,1,1,0,0,1,full,1,0.069450,0.018975
married,random,1,1,0,0,1,nohealth,1,0.072000,0.019093
married,random,1,1,0,0,1,trim,1,0.051583,0.016040
married,random,0,0,1,0,0,full,1,0.237955,0.019987
married,random,0,0,1,0,0,nohealth,1,0.241760,0.020070
married,random,0,0,1,0,0,trim,1,0.206921,0.017615
married,random,0,0,1,0,1,full,1,0.084171,0.019665
married,random,0,0,1,0,1,nohealth,1,0.086513,0.019795
married,random,0,0,1,0,1,trim,1,0.065594,0.016795
married,random,1,0,1,0,0,full,1,0.078596,0.019594
married,random,1,0,1,0,0,nohealth,1,0.081272,0.019703
married,random,1,0,1,0,0,trim,1,0.057714,0.016659
married,random,1,0,1,0,1,full,1,0.076142,0.019378
married,random,1,0,1,0,1,nohealth,1,0.078302,0.019492
married,random,1,0,1,0,1,trim,1,0.057051,0.016428
married,random,0,1,1,0,0,full,1,0.214418,0.019624
married,random,0,1,1,0,0,nohealth,1,0.218105,0.019719
married,random,0,1,1,0,0,trim,1,0.184318,0.017040
married,random,0,1,1,0,1,full,1,0.078817,0.019355
married,random,0,1,1,0,1,nohealth,1,0.081429,0.019481
married,random,0,1,1,0,1,trim,1,0.060278,0.016374
married,random,1,1,1,0,0,full,1,0.074354,0.019281
married,random,1,1,1,0,0,nohealth,1,0.077324,0.019398
married,random,1,1,1,0,0,trim,1,0.053835,0.016319
married,random,1,1,1,0,1,full,1,0.072018,0.019051
married,random,1,1,1,0,1,nohealth,1,0.074538,0.019166
married,random,1,1,1,0,1,trim,1,0.053245,0.016039
married,random,0,0,0,1,0,full,1,0.236642,0.019992
married,random,0,0,0,1,0,nohealth,1,0.241035,0.020059
married,random,0,0,0,1,0,trim,1,0.205828,0.017652
married,random,0,0,0,1,1,full,1,0.081921,0.019596
married,random,0,0,0,1,1,nohealth,1,0.084582,0.019726
married,random,0,0,0,1,1,trim,1,0.064203,0.016790
married,random,1,0,0,1,0,full,1,0.076308,0.019529
married,random,1,0,0,1,0,nohealth,1,0.079308,0.019626
married,random,1,0,0,1,0,trim,1,0.056349,0.016665
married,random,1,0,0,1,1,full,1,0.073876,0.019320
married,random,1,0,0,1,1,nohealth,1,0.076341,0.019424
married,random,1,0,0,1,1,trim,1,0.055684,0.016432
married,random,0,1,0,1,0,full,1,0.212726,0.019611
married,random,0,1,0,1,0,nohealth,1,0.217019,0.019701
married,random,0,1,0,1,0,trim,1,0.182869,0.017077
married,random,0,1,0,1,1,full,1,0.076142,0.019276
married,random,0,1,0,1,1,nohealth,1,0.078961,0.019406
married,random,0,1,0,1,1,trim,1,0.058471,0.016373
married,random,1,1,0,1,0,full,1,0.071568,0.019208
married,random,1,1,0,1,0,nohealth,1,0.074771,0.019315
married,random,1,1,0,1,0,trim,1,0.051968,0.016329
married,random,1,1,0,1,1,full,1,0.069296,0.018983
married,random,1,1,0,1,1,nohealth,1,0.072000,0.019093
married,random,1,1,0,1,1,trim,1,0.051421,0.016046
married,random,0,0,1,1,0,full,1,0.237419,0.020004
married,random,0,0,1,1,0,nohealth,1,0.241760,0.020070
married,random,0,0,1,1,0,trim,1,0.206376,0.017630
married,random,0,0,1,1,1,full,1,0.083912,0.019670
married,random,0,0,1,1,1,nohealth,1,0.086513,0.019795
married,random,0,0,1,1,1,trim,1,0.065327,0.016797
married,random,1,0,1,1,0,full,1,0.078328,0.019607
married,random,1,0,1,1,0,nohealth,1,0.081272,0.019703
married,random,1,0,1,1,0,trim,1,0.057477,0.016669
married,random,1,0,1,1,1,full,1,0.075903,0.019390
married,random,1,0,1,1,1,nohealth,1,0.078302,0.019492
married,random,1,0,1,1,1,trim,1,0.056817,0.016438
married,random,0,1,1,1,0,full,1,0.213905,0.019629
married,random,0,1,1,1,0,nohealth,1,0.218105,0.019719
married,random,0,1,1,1,0,trim,1,0.183805,0.017042
married,random,0,1,1,1,1,full,1,0.078666,0.019357
married,random,0,1,1,1,1,nohealth,1,0.081429,0.019481
married,random,0,1,1,1,1,trim,1,0.060119,0.016373
married,random,1,1,1,1,0,full,1,0.074190,0.019293
married,random,1,1,1,1,0,nohealth,1,0.077324,0.019398
married,random,1,1,1,1,0,trim,1,0.053709,0.016329
married,random,1,1,1,1,1,full,1,0.071886,0.019060
married,random,1,1,1,1,1,nohealth,1,0.074538,0.019166
married,random,1,1,1,1,1,trim,1,0.053115,0.016046
married,within,0,0,0,0,0,full,1,0.242663,0.023635
married,within,0,0,0,0,0,nohealth,1,0.247308,0.023840
married,within,0,0,0,0,0,trim,1,0.208387,0.020396
married,within,0,0,0,0,1,full,1,0.060585,0.022990
married,within,0,0,0,0,1,nohealth,1,0.063253,0.023304
married,within,0,0,0,0,1,trim,1,0.047440,0.019354
married,within,1,0,0,0,0,full,1,0.047338,0.022634
married,within,1,0,0,0,0,nohealth,1,0.049917,0.022918
married,within,1,0,0,0,0,trim,1,0.034510,0.018929
married,within,1,0,0,0,1,full,1,0.048681,0.022633
married,within,1,0,0,0,1,nohealth,1,0.050965,0.022922
married,within,1,0,0,0,1,trim,1,0.036139,0.018870
married,within,0,1,0,0,0,full,1,0.222871,0.023447
married,within,0,1,0,0,0,nohealth,1,0.227457,0.023677
married,within,0,1,0,0,0,trim,1,0.188813,0.019961
married,within,0,1,0,0,1,full,1,0.055161,0.022804
married,within,0,1,0,0,1,nohealth,1,0.058126,0.023129
married,within,0,1,0,0,1,trim,1,0.042074,0.019150
married,within,1,1,0,0,0,full,1,0.042400,0.022384
married,within,1,1,0,0,0,nohealth,1,0.045316,0.022683
married,within,1,1,0,0,0,trim,1,0.029794,0.018746
married,within,1,1,0,0,1,full,1,0.043814,0.022394
married,within,1,1,0,0,1,nohealth,1,0.046428,0.022694
married,within,1,1,0,0,1,trim,1,0.031473,0.018684
married,within,0,0,1,0,0,full,1,0.238755,0.023554
married,within,0,0,1,0,0,nohealth,1,0.243394,0.023758
married,within,0,0,1,0,0,trim,1,0.205838,0.020444
married,within,0,0,1,0,1,full,1,0.059815,0.022951
married,within,0,0,1,0,1,nohealth,1,0.062421,0.023265
married,within,0,0,1,0,1,trim,1,0.046688,0.019373
married,within,1,0,1,0,0,full,1,0.046617,0.022589
married,within,1,0,1,0,0,nohealth,1,0.049138,0.022873
married,within,1,0,1,0,0,trim,1,0.033783,0.018933
married,within,1,0,1,0,1,full,1,0.047982,0.022579
married,within,1,0,1,0,1,nohealth,1,0.050206,0.022866
married,within,1,0,1,0,1,trim,1,0.035435,0.018872
married,within,0,1,1,0,0,full,1,0.219649,0.023365
married,within,0,1,1,0,0,nohealth,1,0.224181,0.023591
married,within,0,1,1,0,0,trim,1,0.186852,0.019994
married,within,0,1,1,0,1,full,1,0.054310,0.022761
married,within,0,1,1,0,1,nohealth,1,0.057234,0.023078
married,within,0,1,1,0,1,trim,1,0.041234,0.019152
married,within,1,1,1,0,0,full,1,0.041586,0.022336
married,within,1,1,1,0,0,nohealth,1,0.044464,0.022628
married,within,1,1,1,0,0,trim,1,0.028961,0.018732
married,within,1,1,1,0,1,full,1,0.043027,0.022338
married,within,1,1,1,0,1,nohealth,1,0.045601,0.022631
married,within,1,1,1,0,1,trim,1,0.030667,0.018669
married,within,0,0,0,1,0,full,1,0.242186,0.023657
married,within,0,0,0,1,0,nohealth,1,0.247308,0.023840
married,within,0,0,0,1,0,trim,1,0.207900,0.020418
married,within,0,0,0,1,1,full,1,0.060328,0.022995
married,within,0,0,0,1,1,nohealth,1,0.063253,0.023304
married,within,0,0,0,1,1,trim,1,0.047169,0.019357
married,within,1,0,0,1,0,full,1,0.047110,0.022645
married,within,1,0,0,1,0,nohealth,1,0.049917,0.022918
married,within,1,0,0,1,0,trim,1,0.034270,0.018938
married,within,1,0,0,1,1,full,1,0.048452,0.022644
married,within,1,0,0,1,1,nohealth,1,0.050965,0.022922
married,within,1,0,0,1,1,trim,1,0.035897,0.018879
married,within,0,1,0,1,0,full,1,0.222418,0.023455
married,within,0,1,0,1,0,nohealth,1,0.227457,0.023677
married,within,0,1,0,1,0,trim,1,0.188360,0.019965
married,within,0,1,0,1,1,full,1,0.054940,0.022807
married,within,0,1,0,1,1,nohealth,1,0.058126,0.023129
married,within,0,1,0,1,1,trim,1,0.041845,0.019149
married,within,1,1,0,1,0,full,1,0.042204,0.022392
married,within,1,1,0,1,0,nohealth,1,0.045316,0.022683
married,within,1,1,0,1,0,trim,1,0.029590,0.018752
married,within,1,1,0,1,1,full,1,0.043623,0.022402
married,within,1,1,0,1,1,nohealth,1,0.046428,0.022694
married,within,1,1,0,1,1,trim,1,0.031272,0.018690
married,within,0,0,1,1,0,full,1,0.238230,0.023577
married,within,0,0,1,1,0,nohealth,1,0.243394,0.023758
married,within,0,0,1,1,0,trim,1,0.205313,0.020467
married,within,0,0,1,1,1,full,1,0.059536,0.022957
married,within,0,0,1,1,1,nohealth,1,0.062421,0.023265
married,within,0,0,1,1,1,trim,1,0.046401,0.019377
married,within,1,0,1,1,0,full,1,0.046369,0.022600
married,within,1,0,1,1,0,nohealth,1,0.049138,0.022873
married,within,1,0,1,1,0,trim,1,0.033530,0.018943
married,within,1,0,1,1,1,full,1,0.047733,0.022591
married,within,1,0,1,1,1,nohealth,1,0.050206,0.022866
married,within,1,0,1,1,1,trim,1,0.035179,0.018882
married,within,0,1,1,1,0,full,1,0.219155,0.023373
married,within,0,1,1,1,0,nohealth,1,0.224181,0.023591
married,within,0,1,1,1,0,trim,1,0.186370,0.020000
married,within,0,1,1,1,1,full,1,0.054068,0.022763
married,within,0,1,1,1,1,nohealth,1,0.057234,0.023078
married,within,0,1,1,1,1,trim,1,0.040991,0.019151
married,within,1,1,1,1,0,full,1,0.041372,0.022344
married,within,1,1,1,1,0,nohealth,1,0.044464,0.022628
married,within,1,1,1,1,0,trim,1,0.028745,0.018738
married,within,1,1,1,1,1,full,1,0.042817,0.022346
married,within,1,1,1,1,1,nohealth,1,0.045601,0.022631
married,within,1,1,1,1,1,trim,1,0.030453,0.018676
married,fd,0,0,0,0,0,full,1,0.043313,0.024307
married,fd,0,0,0,0,0,nohealth,1,0.045168,0.024527
married,fd,0,0,0,0,0,trim,1,0.035177,0.016710
married,fd,0,0,0,0,1,full,1,0.040562,0.024325
married,fd,0,0,0,0,1,nohealth,1,0.041521,0.024461
married,fd,0,0,0,0,1,trim,1,0.032675,0.016540
married,fd,1,0,0,0,0,full,1,0.038349,0.024328
married,fd,1,0,0,0,0,nohealth,1,0.039296,0.024477
married,fd,1,0,0,0,0,trim,1,0.029985,0.016505
married,fd,1,0,0,0,1,full,1,0.038336,0.024327
married,fd,1,0,0,0,1,nohealth,1,0.039127,0.024466
married,fd,1,0,0,0,1,trim,1,0.030732,0.016521
married,fd,0,1,0,0,0,full,1,0.041306,0.024358
married,fd,0,1,0,0,0,nohealth,1,0.043515,0.024528
married,fd,0,1,0,0,0,trim,1,0.034978,0.016729
married,fd,0,1,0,0,1,full,1,0.038704,0.024390
married,fd,0,1,0,0,1,nohealth,1,0.039998,0.024492
married,fd,0,1,0,0,1,trim,1,0.032629,0.016585
married,fd,1,1,0,0,0,full,1,0.036562,0.024374
married,fd,1,1,0,0,0,nohealth,1,0.037862,0.024480
married,fd,1,1,0,0,0,trim,1,0.030019,0.016551
married,fd,1,1,0,0,1,full,1,0.036564,0.024391
married,fd,1,1,0,0,1,nohealth,1,0.037707,0.024493
married,fd,1,1,0,0,1,trim,1,0.030772,0.016569
married,fd,0,0,1,0,0,full,1,0.041471,0.024220
married,fd,0,0,1,0,0,nohealth,1,0.043311,0.024440
married,fd,0,0,1,0,0,trim,1,0.033605,0.016591
married,fd,0,0,1,0,1,full,1,0.038637,0.024236
married,fd,0,0,1,0,1,nohealth,1,0.039567,0.024371
married,fd,0,0,1,0,1,trim,1,0.031008,0.016417
married,fd,1,0,1,0,0,full,1,0.036483,0.024241
married,fd,1,0,1,0,0,nohealth,1,0.037407,0.024389
married,fd,1,0,1,0,0,trim,1,0.028362,0.016383
married,fd,1,0,1,0,1,full,1,0.036438,0.024236
married,fd,1,0,1,0,1,nohealth,1,0.037200,0.024374
married,fd,1,0,1,0,1,trim,1,0.029097,0.016398
married,fd,0,1,1,0,0,full,1,0.039189,0.024250
married,fd,0,1,1,0,0,nohealth,1,0.041364,0.024419
married,fd,0,1,1,0,0,trim,1,0.033275,0.016587
married,fd,0,1,1,0,1,full,1,0.036506,0.024278
married,fd,0,1,1,0,1,nohealth,1,0.037744,0.024380
married,fd,0,1,1,0,1,trim,1,0.030845,0.016437
married,fd,1,1,1,0,0,full,1,0.034407,0.024265
married,fd,1,1,1,0,0,nohealth,1,0.035654,0.024369
married,fd,1,1,1,0,0,trim,1,0.028268,0.016405
married,fd,1,1,1,0,1,full,1,0.034394,0.024277
married,fd,1,1,1,0,1,nohealth,1,0.035477,0.024378
married,fd,1,1,1,0,1,trim,1,0.029018,0.016423
married,fd,0,0,0,1,0,full,1,0.042791,0.024315
married,fd,0,0,0,1,0,nohealth,1,0.045168,0.024527
married,fd,0,0,0,1,0,trim,1,0.034642,0.016734
married,fd,0,0,0,1,1,full,1,0.040027,0.024326
married,fd,0,0,0,1,1,nohealth,1,0.041521,0.024461
married,fd,0,0,0,1,1,trim,1,0.032119,0.016556
married,fd,1,0,0,1,0,full,1,0.037833,0.024336
married,fd,1,0,0,1,0,nohealth,1,0.039296,0.024477
married,fd,1,0,0,1,0,trim,1,0.029450,0.016529
married,fd,1,0,0,1,1,full,1,0.037806,0.024330
married,fd,1,0,0,1,1,nohealth,1,0.039127,0.024466
married,fd,1,0,0,1,1,trim,1,0.030181,0.016539
married,fd,0,1,0,1,0,full,1,0.040823,0.024364
married,fd,0,1,0,1,0,nohealth,1,0.043515,0.024528
married,fd,0,1,0,1,0,trim,1,0.034468,0.016753
married,fd,0,1,0,1,1,full,1,0.038214,0.024391
